Registro de Monitoreo UCI/UCE - Protocolo NCC MERP

2025-04-01 16:52:28 | Estado: VALIDA | Movimiento: 0.20 G | Frecuencia cardiaca: 74 bpm
2025-04-01 16:52:53 | Estado: NO VALIDA | Movimiento: 0.55 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:52:54 | Estado: NO VALIDA | Movimiento: 0.74 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:52:55 | Estado: NO VALIDA | Movimiento: 0.92 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:52:56 | Estado: NO VALIDA | Movimiento: 0.75 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:52:57 | Estado: NO VALIDA | Movimiento: 0.93 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:52:58 | Estado: VALIDA | Movimiento: 0.32 G | Frecuencia cardiaca: 81 bpm
2025-04-01 16:52:59 | Estado: VALIDA | Movimiento: 0.10 G | Frecuencia cardiaca: 100 bpm
2025-04-01 16:53:00 | Estado: VALIDA | Movimiento: 0.01 G | Frecuencia cardiaca: 89 bpm
2025-04-01 16:53:01 | Estado: NO VALIDA | Movimiento: 0.67 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:02 | Estado: NO VALIDA | Movimiento: 0.54 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:03 | Estado: VALIDA | Movimiento: 0.25 G | Frecuencia cardiaca: 91 bpm
2025-04-01 16:53:04 | Estado: VALIDA | Movimiento: 0.16 G | Frecuencia cardiaca: 89 bpm
2025-04-01 16:53:05 | Estado: VALIDA | Movimiento: 0.11 G | Frecuencia cardiaca: 86 bpm
2025-04-01 16:53:06 | Estado: NO VALIDA | Movimiento: 0.88 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:07 | Estado: NO VALIDA | Movimiento: 0.94 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:08 | Estado: VALIDA | Movimiento: 0.36 G | Frecuencia cardiaca: 80 bpm
2025-04-01 16:53:09 | Estado: NO VALIDA | Movimiento: 0.69 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:10 | Estado: NO VALIDA | Movimiento: 0.87 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:11 | Estado: NO VALIDA | Movimiento: 0.56 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:12 | Estado: NO VALIDA | Movimiento: 0.68 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:13 | Estado: VALIDA | Movimiento: 0.18 G | Frecuencia cardiaca: 91 bpm
2025-04-01 16:53:14 | Estado: VALIDA | Movimiento: 0.33 G | Frecuencia cardiaca: 55 bpm | ALERTAS: Bradicardia crítica: 55 bpm
2025-04-01 16:53:15 | Estado: VALIDA | Movimiento: 0.46 G | Frecuencia cardiaca: 83 bpm
2025-04-01 16:53:16 | Estado: VALIDA | Movimiento: 0.48 G | Frecuencia cardiaca: 87 bpm
2025-04-01 16:53:17 | Estado: NO VALIDA | Movimiento: 0.84 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:18 | Estado: VALIDA | Movimiento: 0.42 G | Frecuencia cardiaca: 61 bpm
2025-04-01 16:53:19 | Estado: NO VALIDA | Movimiento: 0.72 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:20 | Estado: NO VALIDA | Movimiento: 0.77 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:21 | Estado: VALIDA | Movimiento: 0.40 G | Frecuencia cardiaca: 72 bpm
2025-04-01 16:53:22 | Estado: NO VALIDA | Movimiento: 0.79 G | ALERTAS: Afectado por movimiento - Lectura invalidada
2025-04-01 16:53:23 | Estado: VALIDA | Movimiento: 0.43 G | Frecuencia cardiaca: 70 bpm
2025-04-01 16:53:24 | Estado: VALIDA | Movimiento: 0.31 G | Frecuencia cardiaca: 85 bpm
2025-04-01 16:53:25 | Estado: VALIDA | Movimiento: 0.15 G | Frecuencia cardiaca: 79 bpm
2025-04-01 16:53:26 | Estado: VALIDA | Movimiento: 0.37 G | Frecuencia cardiaca: 79 bpm
